code,name,description,refreshed_at,from_date,to_date
MAHINDCIE,Mahindra CIE Automotive Limited,Historical prices for Mahindra CIE Automotive Limited<br><br>National Stock Exchange of India<br><br>Ticker: MAHINDCIE<br><br>ISIN: INE536H01010,2018-12-10 13:39:01,2013-12-17,2018-12-10
MAHINDFORG,Mahindra Forgings Limited,"Historical prices for Mahindra Forgings Limited (MAHINDFORG), (ISIN: INE536H01010),  National Stock Exchange of India.",2014-03-31 18:29:44,2007-08-30,2013-12-16
MAHINDUGIN,Mahindra Ugine Steel Company Limited,"Historical prices for Mahindra Ugine Steel Company Limited (MAHINDUGIN), (ISIN: INE850A01010),  National Stock Exchange of India.",2015-03-09 10:10:10,1998-03-20,2014-12-22
MAHLIFE,Mahindra Lifespace Developers Limited,Historical prices for Mahindra Lifespace Developers Limited<br><br>National Stock Exchange of India<br><br>Ticker: MAHLIFE<br><br>ISIN: INE813A01018,2018-12-10 13:39:01,2007-11-23,2018-12-10
MAHLOG,Mahindra Logistics Limited,Historical prices for Mahindra Logistics Limited<br><br>National Stock Exchange of India<br><br>Ticker: MAHLOG<br><br>ISIN: INE766P01016,2018-12-10 13:39:01,2017-11-10,2018-12-10
MAHSCOOTER,Maharashtra Scooters Limited,Historical prices for Maharashtra Scooters Limited<br><br>National Stock Exchange of India<br><br>Ticker: MAHSCOOTER<br><br>ISIN: INE288A01013,2018-12-10 13:39:01,1998-03-20,2018-12-10
MAHSEAMLES,Maharashtra Seamless Limited,Historical prices for Maharashtra Seamless Limited<br><br>National Stock Exchange of India<br><br>Ticker: MAHSEAMLES<br><br>ISIN: INE271B01025,2018-12-10 13:39:01,1998-03-20,2018-12-10
MAITHANALL,Maithan Alloys Limited,Historical prices for Maithan Alloys Limited<br><br>National Stock Exchange of India<br><br>Ticker: MAITHANALL<br><br>ISIN: INE683C01011,2018-12-10 13:39:01,2011-07-05,2018-12-10
MAJESCO,Majesco Limited,Historical prices for Majesco Limited<br><br>National Stock Exchange of India<br><br>Ticker: MAJESCO<br><br>ISIN: INE898S01029,2018-12-10 13:39:01,2015-08-19,2018-12-10
MAKE,Marico Kaya Enterprises Limited,"Historical prices for Marico Kaya Enterprises Limited (MAKE), (ISIN: INE432P01015),  National Stock Exchange of India.",2015-07-23 18:26:23,2014-07-15,2015-05-25
MALUPAPER,Malu Paper Mills Limited,Historical prices for Malu Paper Mills Limited<br><br>National Stock Exchange of India<br><br>Ticker: MALUPAPER<br><br>ISIN: INE383H01017,2018-12-10 13:39:01,2006-04-05,2018-12-10
MALWACOTT,Malwa Cotton Spg. Mills Limited,Historical prices for Malwa Cotton Spg. Mills Limited<br><br>National Stock Exchange of India<br><br>Ticker: MALWACOTT<br><br>ISIN: INE272B01015,2017-10-17 13:25:43,1998-03-20,2017-10-17
MAN50ETF,MIRAEAMC - MAN50ETF,Historical prices for MIRAEAMC - MAN50ETF<br><br>National Stock Exchange of India<br><br>Ticker: MAN50ETF<br><br>ISIN: INF769K01EG9,2018-12-10 13:39:01,2018-11-28,2018-12-10
MANAKALUCO,Manaksia Aluminium Company Limited,Historical prices for Manaksia Aluminium Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: MANAKALUCO<br><br>ISIN: INE859Q01017,2018-12-10 13:39:01,2015-04-16,2018-12-10
MANAKCOAT,Manaksia Coated Metals & Industries Limited,Historical prices for Manaksia Coated Metals & Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: MANAKCOAT<br><br>ISIN: INE830Q01018,2018-12-10 13:39:01,2015-04-16,2018-12-10
MANAKINDST,Manaksia Industries Limited,Historical prices for Manaksia Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: MANAKINDST<br><br>ISIN: INE831Q01016,2017-11-22 13:29:19,2015-04-16,2017-11-22
MANAKSIA,Manaksia Limited,Historical prices for Manaksia Limited<br><br>National Stock Exchange of India<br><br>Ticker: MANAKSIA<br><br>ISIN: INE015D01022,2018-12-10 13:39:01,2008-01-08,2018-12-10
MANAKSTEEL,Manaksia Steels Limited,Historical prices for Manaksia Steels Limited<br><br>National Stock Exchange of India<br><br>Ticker: MANAKSTEEL<br><br>ISIN: INE824Q01011,2018-12-10 13:39:01,2015-04-16,2018-12-10
MANALIPETC,Manali Petrochemicals Limited,Historical prices for Manali Petrochemicals Limited<br><br>National Stock Exchange of India<br><br>Ticker: MANALIPETC<br><br>ISIN: INE201A01024,2018-12-10 13:39:01,2006-12-06,2018-12-10
MANAPPURAM,Manappuram Finance Limited,Historical prices for Manappuram Finance Limited<br><br>National Stock Exchange of India<br><br>Ticker: MANAPPURAM<br><br>ISIN: INE522D01027,2018-12-10 13:39:01,2010-06-30,2018-12-10
MANDHANA,Mandhana Industries Limited,Historical prices for Mandhana Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: MANDHANA<br><br>ISIN: INE087J01010,2018-12-10 13:39:01,2010-05-19,2018-12-10
MANGALAM,Mangalam Drugs And Organics Limited,Historical prices for Mangalam Drugs And Organics Limited<br><br>National Stock Exchange of India<br><br>Ticker: MANGALAM<br><br>ISIN: INE584F01014,2018-12-10 13:39:01,2005-05-23,2018-12-10
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,Historical prices for Mangalore Chemicals & Fertilizers Limited<br><br>National Stock Exchange of India<br><br>Ticker: MANGCHEFER<br><br>ISIN: INE558B01017,2018-12-10 13:39:01,2007-10-22,2018-12-10
MANGLMCEM,Mangalam Cement Limited,Historical prices for Mangalam Cement Limited<br><br>National Stock Exchange of India<br><br>Ticker: MANGLMCEM<br><br>ISIN: INE347A01017,2018-12-10 13:39:01,1998-03-20,2018-12-10
MANGTIMBER,Mangalam Timber Products Limited,Historical prices for Mangalam Timber Products Limited<br><br>National Stock Exchange of India<br><br>Ticker: MANGTIMBER<br><br>ISIN: INE805B01012,2018-12-10 13:39:01,1998-03-17,2018-12-10
MANINDS,Man Industries (India) Limited,Historical prices for Man Industries (India) Limited<br><br>National Stock Exchange of India<br><br>Ticker: MANINDS<br><br>ISIN: INE993A01026,2018-12-10 13:39:01,2005-06-24,2018-12-10
MANINFRA,Man Infraconstruction Limited,Historical prices for Man Infraconstruction Limited<br><br>National Stock Exchange of India<br><br>Ticker: MANINFRA<br><br>ISIN: INE949H01023,2018-12-10 13:39:01,2010-03-11,2018-12-10
MANJEERA,Manjeera Constructions Limited,"Historical prices for Manjeera Constructions Limited (MANJEERA), (ISIN: INE320D01018),  National Stock Exchange of India.",2015-03-09 09:45:39,2010-06-30,2015-01-23
MANJUSHREE,Manjushree Technopack Limited,"Historical prices for Manjushree Technopack Limited (MANJUSHREE), (ISIN: INE435H01015),  National Stock Exchange of India.",2015-06-14 16:56:47,2010-12-29,2015-03-16
MANPASAND,Manpasand Beverages Limited,Historical prices for Manpasand Beverages Limited<br><br>National Stock Exchange of India<br><br>Ticker: MANPASAND<br><br>ISIN: INE122R01018,2018-12-10 13:39:01,2015-07-09,2018-12-10
MANUGRAPH,Manugraph India Limited,Historical prices for Manugraph India Limited<br><br>National Stock Exchange of India<br><br>Ticker: MANUGRAPH<br><br>ISIN: INE867A01022,2018-12-10 13:39:01,2006-09-14,2018-12-10
MARALOVER,Maral Overseas Limited,Historical prices for Maral Overseas Limited<br><br>National Stock Exchange of India<br><br>Ticker: MARALOVER<br><br>ISIN: INE882A01013,2018-12-10 13:39:01,1998-03-20,2018-12-10
MARATHON,Marathon Nextgen Realty Limited,Historical prices for Marathon Nextgen Realty Limited<br><br>National Stock Exchange of India<br><br>Ticker: MARATHON<br><br>ISIN: INE182D01020,2018-12-10 13:39:01,2016-09-29,2018-12-10
MARG,Marg Limited,"Historical prices for Marg Limited (MARG), (ISIN: INE941E01019),  National Stock Exchange of India.",2015-03-09 09:07:17,2009-11-05,2015-01-29
MARICO,Marico Limited,Historical prices for Marico Limited<br><br>National Stock Exchange of India<br><br>Ticker: MARICO<br><br>ISIN: INE196A01026,2018-12-10 13:39:01,2005-06-14,2018-12-10
MARKSANS,Marksans Pharma Limited,Historical prices for Marksans Pharma Limited<br><br>National Stock Exchange of India<br><br>Ticker: MARKSANS<br><br>ISIN: INE750C01026,2018-12-10 13:39:01,2005-11-14,2018-12-10
MARUTI,Maruti Suzuki India Limited,Historical prices for Maruti Suzuki India Limited<br><br>National Stock Exchange of India<br><br>Ticker: MARUTI<br><br>ISIN: INE585B01010,2018-12-10 13:39:01,2003-07-09,2018-12-10
MASFIN,MAS Financial Services Limited,Historical prices for MAS Financial Services Limited<br><br>National Stock Exchange of India<br><br>Ticker: MASFIN<br><br>ISIN: INE348L01012,2018-12-10 13:39:01,2017-10-18,2018-12-10
MASKINVEST,Mask Investments Limited,Historical prices for Mask Investments Limited<br><br>National Stock Exchange of India<br><br>Ticker: MASKINVEST<br><br>ISIN: INE885F01015,2018-12-10 13:39:01,2016-12-20,2018-12-06
MASTEK,Mastek Limited,Historical prices for Mastek Limited<br><br>National Stock Exchange of India<br><br>Ticker: MASTEK<br><br>ISIN: INE759A01021,2018-12-10 13:39:01,1998-03-20,2018-12-10
MATRIMONY,Matrimony.Com Limited,Historical prices for Matrimony.Com Limited<br><br>National Stock Exchange of India<br><br>Ticker: MATRIMONY<br><br>ISIN: INE866R01028,2018-12-10 13:39:01,2017-09-21,2018-12-10
MAWANASUG,Mawana Sugars Limited,Historical prices for Mawana Sugars Limited<br><br>National Stock Exchange of India<br><br>Ticker: MAWANASUG<br><br>ISIN: INE636A01039,2018-12-10 13:39:01,2009-03-20,2018-12-10
MAX,Max India Limited,Historical prices for Max India Limited<br><br>National Stock Exchange of India<br><br>Ticker: MAX<br><br>ISIN: INE180A01020,2016-02-25 13:31:48,1998-03-20,2016-02-25
MAXINDIA,Max India Limited,Historical prices for Max India Limited<br><br>National Stock Exchange of India<br><br>Ticker: MAXINDIA<br><br>ISIN: INE153U01017,2018-12-10 13:39:01,2016-07-28,2018-12-10
MAXVIL,Max Ventures and Industries Limited,Historical prices for Max Ventures and Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: MAXVIL<br><br>ISIN: INE154U01015,2018-12-10 13:39:01,2016-07-07,2018-12-10
MAXWELL,Maxwell Industries Limited,Historical prices for Maxwell Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: MAXWELL<br><br>ISIN: INE450G01024,2016-12-20 12:39:17,2007-08-06,2016-12-20
MAYURUNIQ,Mayur Uniquoters Ltd,Historical prices for Mayur Uniquoters Ltd<br><br>National Stock Exchange of India<br><br>Ticker: MAYURUNIQ<br><br>ISIN: INE040D01038,2018-12-10 13:39:01,2012-09-25,2018-12-10
MAZDA,Mazda Limited,Historical prices for Mazda Limited<br><br>National Stock Exchange of India<br><br>Ticker: MAZDA<br><br>ISIN: INE885E01034,2018-12-10 13:39:01,2016-11-01,2018-12-10
MBECL,Mcnally Bharat Engineering Company Limited,Historical prices for Mcnally Bharat Engineering Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: MBECL<br><br>ISIN: INE748A01016,2018-12-10 13:39:01,2006-10-06,2018-12-10
MBLINFRA,MBL Infrastructures Limited,Historical prices for MBL Infrastructures Limited<br><br>National Stock Exchange of India<br><br>Ticker: MBLINFRA<br><br>ISIN: INE912H01013,2018-12-10 13:39:01,2010-01-11,2018-12-10
MBSWITCH,M AND B Switchgears Limited,"Historical prices for M AND B Switchgears Limited (MBSWITCH), (ISIN: INE899L01014),  National Stock Exchange of India.",2014-03-31 17:40:30,2011-10-20,2013-09-20
MCDHOLDING,McDowell Holdings Limited,Historical prices for McDowell Holdings Limited<br><br>National Stock Exchange of India<br><br>Ticker: MCDHOLDING<br><br>ISIN: INE836H01014,2018-12-10 13:39:01,2007-05-30,2018-12-10
MCDOWELL_N,United Spirits Limited,Historical prices for United Spirits Limited<br><br>National Stock Exchange of India<br><br>Ticker: MCDOWELL_N<br><br>ISIN: INE854D01024,2018-12-10 13:39:01,2001-09-27,2018-12-10
MCLEODRUSS,Mcleod Russel India Limited,Historical prices for Mcleod Russel India Limited<br><br>National Stock Exchange of India<br><br>Ticker: MCLEODRUSS<br><br>ISIN: INE942G01012,2018-12-10 13:39:01,2005-07-29,2018-12-10
MCX,Multi Commodity Exchange of India Limited,Historical prices for Multi Commodity Exchange of India Limited<br><br>National Stock Exchange of India<br><br>Ticker: MCX<br><br>ISIN: INE745G01035,2018-12-10 13:39:01,2012-03-09,2018-12-10
MEGASOFT,Megasoft Limited,Historical prices for Megasoft Limited<br><br>National Stock Exchange of India<br><br>Ticker: MEGASOFT<br><br>ISIN: INE933B01012,2018-12-10 13:39:01,2007-07-19,2018-12-10
MEGH,Meghmani Organics Limited,Historical prices for Meghmani Organics Limited<br><br>National Stock Exchange of India<br><br>Ticker: MEGH<br><br>ISIN: INE974H01013,2018-12-10 13:39:01,2007-06-28,2018-12-10
MELSTAR,Melstar Information Technologies Limited,Historical prices for Melstar Information Technologies Limited<br><br>National Stock Exchange of India<br><br>Ticker: MELSTAR<br><br>ISIN: INE817A01019,2018-12-10 13:39:01,2000-03-09,2018-12-07
MENONBE,Menon Bearings Limited,Historical prices for Menon Bearings Limited<br><br>National Stock Exchange of India<br><br>Ticker: MENONBE<br><br>ISIN: INE071D01033,2018-12-10 13:39:01,2015-03-09,2018-12-10
MEP,MEP Infrastructure Developers Limited,Historical prices for MEP Infrastructure Developers Limited<br><br>National Stock Exchange of India<br><br>Ticker: MEP<br><br>ISIN: INE776I01010,2018-12-10 13:39:01,2015-05-06,2018-12-10
MERCATOR,Mercator Limited,Historical prices for Mercator Limited<br><br>National Stock Exchange of India<br><br>Ticker: MERCATOR<br><br>ISIN: INE934B01028,2018-12-10 13:39:01,2011-12-08,2018-12-10
MERCK,Merck Limited,Historical prices for Merck Limited<br><br>National Stock Exchange of India<br><br>Ticker: MERCK<br><br>ISIN: INE199A01012,2018-12-10 13:39:01,2007-11-05,2018-12-10
METALFORGE,Metalyst Forgings Limited,Historical prices for Metalyst Forgings Limited<br><br>National Stock Exchange of India<br><br>Ticker: METALFORGE<br><br>ISIN: INE425A01011,2018-12-10 13:39:01,2015-06-01,2018-12-10
METKORE,Metkore Alloys & Industries Limited,Historical prices for Metkore Alloys & Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: METKORE<br><br>ISIN: INE592I01029,2018-12-10 13:39:01,2012-04-02,2018-12-07
MFSL,Max Financial Services Limited,Historical prices for Max Financial Services Limited<br><br>National Stock Exchange of India<br><br>Ticker: MFSL<br><br>ISIN: INE180A01020,2018-12-10 13:39:01,2016-02-26,2018-12-10
MGL,Mahanagar Gas Limited,Historical prices for Mahanagar Gas Limited<br><br>National Stock Exchange of India<br><br>Ticker: MGL<br><br>ISIN: INE002S01010,2018-12-10 13:39:01,2016-07-01,2018-12-10
MGOLD,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares Gold ETF,"Historical prices for Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares Gold ETF  (MGOLD), (ISIN: na),  National Stock Exchange of India.",2015-06-23 19:36:26,2012-03-27,2015-03-25
MHRIL,Mahindra Holidays & Resorts India Limited,Historical prices for Mahindra Holidays & Resorts India Limited<br><br>National Stock Exchange of India<br><br>Ticker: MHRIL<br><br>ISIN: INE998I01010,2018-12-10 13:39:01,2009-07-16,2018-12-10
MIC,MIC Electronics Limited,Historical prices for MIC Electronics Limited<br><br>National Stock Exchange of India<br><br>Ticker: MIC<br><br>ISIN: INE287C01029,2018-12-10 13:39:01,2007-05-30,2018-12-10
MICROSEC,Microsec Financial Services Limited,Historical prices for Microsec Financial Services Limited<br><br>National Stock Exchange of India<br><br>Ticker: MICROSEC<br><br>ISIN: INE019J01013,2016-11-21 12:39:36,2010-10-05,2016-11-21
MICROTECH,Micro Technologies (India) Limited,"Historical prices for Micro Technologies (India) Limited (MICROTECH), (ISIN: INE358B01012),  National Stock Exchange of India.",2014-09-14 17:38:12,2006-09-27,2014-06-16
MIDCAPIWIN,ICICI Prudential Midcap Select ETF,Historical prices for ICICI Prudential Midcap Select ETF<br><br>National Stock Exchange of India<br><br>Ticker: MIDCAPIWIN<br><br>ISIN: INF109KB1XT3,2018-04-09 13:29:22,2016-07-25,2018-04-09
MIDHANI,Mishra Dhatu Nigam Limited,Historical prices for Mishra Dhatu Nigam Limited<br><br>National Stock Exchange of India<br><br>Ticker: MIDHANI<br><br>ISIN: INE099Z01011,2018-12-10 13:39:01,2018-04-04,2018-12-10
MINDACORP,Minda Corporation Limited,Historical prices for Minda Corporation Limited<br><br>National Stock Exchange of India<br><br>Ticker: MINDACORP<br><br>ISIN: INE842C01021,2018-12-10 13:39:01,2012-03-19,2018-12-10
MINDAIND,Minda Industries Limited,Historical prices for Minda Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: MINDAIND<br><br>ISIN: INE405E01023,2018-12-10 13:39:01,2007-02-02,2018-12-10
MINDTECK,Mindteck (India) Limited,Historical prices for Mindteck (India) Limited<br><br>National Stock Exchange of India<br><br>Ticker: MINDTECK<br><br>ISIN: INE110B01017,2018-12-10 13:39:01,2016-08-02,2018-12-10
MINDTREE,MindTree Limited,Historical prices for MindTree Limited<br><br>National Stock Exchange of India<br><br>Ticker: MINDTREE<br><br>ISIN: INE018I01017,2018-12-10 13:39:01,2007-03-07,2018-12-10
MIRCELECTR,MIRC Electronics Limited,Historical prices for MIRC Electronics Limited<br><br>National Stock Exchange of India<br><br>Ticker: MIRCELECTR<br><br>ISIN: INE831A01028,2018-12-10 13:39:01,1998-03-20,2018-12-10
MIRZAINT,Mirza International Limited,Historical prices for Mirza International Limited<br><br>National Stock Exchange of India<br><br>Ticker: MIRZAINT<br><br>ISIN: INE771A01026,2018-12-10 13:39:01,2006-07-05,2018-12-10
MLL,Mercator Lines Limited,"Historical prices for Mercator Lines Limited (MLL), (ISIN: INE934B01028),  National Stock Eschange of India.",2017-03-10 21:57:02,2005-06-20,2011-12-07
MM,Mahindra & Mahindra Limited,Historical prices for Mahindra & Mahindra Limited<br><br>National Stock Exchange of India<br><br>Ticker: MM<br><br>ISIN: INE101A01026,2018-12-10 13:39:01,1998-03-20,2018-12-10
MMFIN,Mahindra & Mahindra Financial Services Limited,Historical prices for Mahindra & Mahindra Financial Services Limited<br><br>National Stock Exchange of India<br><br>Ticker: MMFIN<br><br>ISIN: INE774D01024,2018-12-10 13:39:01,2006-03-17,2018-12-10
MMFL,MM Forgings Limited,Historical prices for MM Forgings Limited<br><br>National Stock Exchange of India<br><br>Ticker: MMFL<br><br>ISIN: INE227C01017,2018-12-10 13:39:01,2006-12-20,2018-12-10
MMFSL,Money Matters Financial Services Limited,"Historical prices for Money Matters Financial Services Limited (MMFSL), (ISIN: INE180C01018),  National Stock Exchange of India.",2014-03-31 16:30:49,2010-10-29,2013-04-05
MMTC,MMTC Limited,Historical prices for MMTC Limited<br><br>National Stock Exchange of India<br><br>Ticker: MMTC<br><br>ISIN: INE123F01029,2018-12-10 13:39:01,2010-01-08,2018-12-10
MMWL,Media Matrix Worldwide Limited,"Historical prices for Media Matrix Worldwide Limited (MMWL), (ISIN: INE200D01020),  National Stock Exchange of India.",2015-03-09 09:16:16,2014-03-26,2015-01-29
MODIRUBBER,Modi Rubber Limited,Historical prices for Modi Rubber Limited<br><br>National Stock Exchange of India<br><br>Ticker: MODIRUBBER<br><br>ISIN: INE832A01018,2018-12-10 13:39:01,2018-06-20,2018-12-10
MOHITIND,Mohit Industries Limited,Historical prices for Mohit Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: MOHITIND<br><br>ISIN: INE954E01012,2018-12-10 13:39:01,2013-03-14,2018-12-10
MOHOTAIND,Mohota Industries Limited,Historical prices for Mohota Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: MOHOTAIND<br><br>ISIN: INE313D01013,2018-12-10 13:39:01,2017-12-26,2018-12-10
MOHOTAMILL,Raisaheb Reckhchand Mohota Spinning & Weaving Mills Limited,Historical prices for Raisaheb Reckhchand Mohota Spinning & Weaving Mills Limited<br><br>National Stock Exchange of India<br><br>Ticker: MOHOTAMILL<br><br>ISIN: INE313D01013,2017-12-25 13:22:36,2017-08-01,2017-12-22
